,BarsHeld,StartDate,EndDate,Symbol,BuyPrice,SellPrice,Shares,BuyValue,SellValue,TotalRisk,PnL,RMultiple,LastRecordDate,LastPrice,LastValue,LastPnL,LastRMultiple,OpenIndicator,CloseIndicator
119,5.0,2012-06-11,2012-06-18,JFC,108.3,104.9,1860.0,202032.2421,193367.7297,40287.6,-8664.5124,-0.22,2012-06-18,104.9,193367.7297,-8664.5124,-0.22,ATRChannel7|3|120,ATRChannel7|3|120
120,48.0,2012-06-14,2012-08-23,BPI,69.0,72.05,2910.0,201382.3305,207788.9938,40158.0,6406.6633,0.16,2012-08-23,72.05,207788.9938,6406.6633,0.16,ATRChannel7|3|120,ATRChannel7|3|120
121,2.0,2012-06-14,2012-06-15,BDO,63.95,63.5,3140.0,201395.3688,197605.4595,40160.6,-3789.9094,-0.09,2012-06-15,63.5,197605.4595,-3789.9094,-0.09,ATRChannel7|3|120,ATRChannel7|3|120
122,2.0,2012-06-18,2012-06-19,PERC,6.0,6.0,32300.0,194371.71,192065.49,38760.0,-2306.22,-0.06,2012-06-19,6.0,192065.49,-2306.22,-0.06,ATRChannel7|3|120,ATRChannel7|3|120
123,242.0,2012-06-18,2013-06-14,MEG,1.97,3.41,98000.0,193629.527,331189.089,38612.0,137559.562,3.56,2013-06-14,3.41,331189.089,137559.562,3.56,ATRChannel7|3|120,ATRChannel7|3|120
124,36.0,2012-06-19,2012-08-08,EDC,6.06,5.76,32200.0,195707.6394,183812.0256,39026.4,-11895.6138,-0.3,2012-08-08,5.76,183812.0256,-11895.6138,-0.3,ATRChannel7|3|120,ATRChannel7|3|120
125,8.0,2012-07-02,2012-07-20,ABSP,33.5,34.1,6000.0,201592.95,202768.83,40200.0,1175.88,0.03,2012-07-20,34.1,202768.83,1175.88,0.03,ATRChannel7|3|120,ATRChannel7|3|120
126,3.0,2012-07-02,2012-07-04,ACR,1.34,1.3,151000.0,202936.903,194543.115,40468.0,-8393.788,-0.21,2012-07-04,1.3,194543.115,-8393.788,-0.21,ATRChannel7|3|120,ATRChannel7|3|120
127,7.0,2012-07-04,2012-07-12,APX,5.5,5.2,38900.0,214581.1525,200469.594,42790.0,-14111.5585,-0.33,2012-07-12,5.2,200469.594,-14111.5585,-0.33,ATRChannel7|3|120,ATRChannel7|3|120
128,35.0,2012-07-12,2012-09-06,ACR,1.48,1.35,137000.0,203358.142,183294.6975,40552.0,-20063.4445,-0.49,2012-09-06,1.35,183294.6975,-20063.4445,-0.49,ATRChannel7|3|120,ATRChannel7|3|120
129,13.0,2012-07-20,2012-08-08,COL,22.8,22.45,8800.0,201231.888,195791.838,40128.0,-5440.05,-0.14,2012-08-08,22.45,195791.838,-5440.05,-0.14,ATRChannel7|3|120,ATRChannel7|3|120
130,10.0,2012-07-25,2012-08-08,ATN,0.24,0.21,830000.0,199787.64,172740.015,39840.0,-27047.625,-0.68,2012-08-08,0.21,172740.015,-27047.625,-0.68,ATRChannel7|3|120,ATRChannel7|3|120
131,52.0,2012-08-08,2012-10-23,WEB,16.0,15.24,12900.0,207008.88,194836.4658,41280.0,-12172.4142,-0.29,2012-10-23,15.24,194836.4658,-12172.4142,-0.29,ATRChannel7|3|120,ATRChannel7|3|120
132,14.0,2012-08-09,2012-08-31,MPI,4.25,4.13,49000.0,208864.3375,200558.7885,41650.0,-8305.549,-0.2,2012-08-31,4.13,200558.7885,-8305.549,-0.2,ATRChannel7|3|120,ATRChannel7|3|120
133,17.0,2012-08-09,2012-09-05,IPM,5.2,5.1,40500.0,211221.27,204701.3775,42120.0,-6519.8925,-0.15,2012-09-05,5.1,204701.3775,-6519.8925,-0.15,ATRChannel7|3|120,ATRChannel7|3|120
134,191.0,2012-08-24,2013-06-06,ALI,22.0,30.15,9200.0,202997.08,274897.449,40480.0,71900.369,1.78,2013-06-06,30.15,274897.449,71900.369,1.78,ATRChannel7|3|120,ATRChannel7|3|120
135,17.0,2012-08-31,2012-09-24,PAL,16.99,16.42,11800.0,201073.4219,192021.8838,40096.4,-9051.5381,-0.23,2012-09-24,16.42,192021.8838,-9051.5381,-0.23,ATRChannel7|3|120,ATRChannel7|3|120
136,2.0,2012-09-05,2012-09-06,BHI,0.168,0.154,1180000.0,198824.808,180093.606,39648.0,-18731.202,-0.47,2012-09-06,0.154,180093.606,-18731.202,-0.47,ATRChannel7|3|120,ATRChannel7|3|120
137,13.0,2012-09-06,2012-09-26,ISM,2.97,3.05,65000.0,193619.4975,196475.6625,38610.0,2856.165,0.07,2012-09-26,3.05,196475.6625,2856.165,0.07,ATRChannel7|3|120,ATRChannel7|3|120
138,11.0,2012-09-24,2012-10-08,DMC,11.75,11.63,17000.0,200339.2625,195940.4955,39950.0,-4398.767,-0.11,2012-10-08,11.63,195940.4955,-4398.767,-0.11,ATRChannel7|3|120,ATRChannel7|3|120
139,11.0,2012-09-26,2012-10-10,COSCO,1.7,5.7,117000.0,199486.755,660931.245,39780.0,461444.49,11.6,2012-10-10,5.7,660931.245,461444.49,11.6,ATRChannel7|3|120,
140,29.0,2012-10-08,2012-11-20,ACR,1.41,1.34,168000.0,237578.796,223105.176,47376.0,-14473.62,-0.31,2012-11-20,1.34,223105.176,-14473.62,-0.31,ATRChannel7|3|120,ATRChannel7|3|120
141,3.0,2012-10-10,2012-10-12,PHES,0.74,0.71,338000.0,250857.854,237832.179,50024.0,-13025.675,-0.26,2012-10-12,0.71,237832.179,-13025.675,-0.26,ATRChannel7|3|120,ATRChannel7|3|120
142,105.0,2012-10-11,2013-03-19,BSC,0.285,0.28,870000.0,248681.4525,241419.78,49590.0,-7261.6725,-0.15,2013-03-19,0.28,241419.78,-7261.6725,-0.15,ATRChannel7|3|120,ATRChannel7|3|120
143,10.0,2012-10-12,2012-10-25,OPM,0.02,0.019,12300000.0,246725.7,231608.385,49200.0,-15117.315,-0.31,2012-10-25,0.019,231608.385,-15117.315,-0.31,ATRChannel7|3|120,ATRChannel7|3|120
144,9.0,2012-10-15,2012-10-25,BDO,64.3,62.95,3840.0,247640.3904,239564.5344,49382.4,-8075.856,-0.16,2012-10-25,62.95,239564.5344,-8075.856,-0.16,ATRChannel7|3|120,ATRChannel7|3|120
145,149.0,2012-10-25,2013-06-07,FDC,4.36,5.65,55000.0,240507.41,307968.7875,47960.0,67461.3775,1.41,2013-06-07,5.65,307968.7875,67461.3775,1.41,ATRChannel7|3|120,ATRChannel7|3|120
146,3.0,2012-10-25,2012-10-30,TEL,2690.0,2640.0,85.0,229324.5175,222391.62,45730.0,-6932.8975,-0.15,2012-10-30,2640.0,222391.62,-6932.8975,-0.15,ATRChannel7|3|120,ATRChannel7|3|120
147,4.0,2012-10-25,2012-11-07,PHA,0.325,0.32,740000.0,241209.475,234680.64,48100.0,-6528.835,-0.14,2012-11-07,0.32,234680.64,-6528.835,-0.14,ATRChannel7|3|120,ATRChannel7|3|120
148,123.0,2012-11-07,2013-05-09,LPZ,6.07,7.0,39800.0,242298.6787,276106.53,48317.2,33807.8513,0.7,2013-05-09,7.0,276106.53,33807.8513,0.7,ATRChannel7|3|120,ATRChannel7|3|120
149,128.0,2012-11-20,2013-05-31,PNB,77.0,98.0,3120.0,240948.708,303023.448,48048.0,62074.74,1.29,2013-05-31,98.0,303023.448,62074.74,1.29,ATRChannel7|3|120,ATRChannel7|3|120
150,18.0,2012-12-04,2013-01-02,JFC,105.5,102.0,2330.0,246540.1542,235532.943,49163.0,-11007.2112,-0.22,2013-01-02,102.0,235532.943,-11007.2112,-0.22,ATRChannel7|3|120,ATRChannel7|3|120
151,8.0,2012-12-04,2012-12-13,MER,270.0,262.6,910.0,246424.815,236827.2543,49140.0,-9597.5607,-0.2,2012-12-13,262.6,236827.2543,-9597.5607,-0.2,ATRChannel7|3|120,ATRChannel7|3|120
152,105.0,2013-01-02,2013-06-04,CPG,1.2433,1.6328,202000.0,251887.4825,326873.6609,50229.32,74986.1784,1.49,2013-06-04,1.6328,326873.6609,74986.1784,1.49,ATRChannel7|3|120,ATRChannel7|3|120
153,52.0,2013-03-19,2013-06-05,COL,19.8,19.9,14700.0,291918.627,289911.8565,58212.0,-2006.7705,-0.03,2013-06-05,19.9,289911.8565,-2006.7705,-0.03,ATRChannel7|3|120,ATRChannel7|3|120
154,33.0,2013-05-09,2013-06-26,HLCM,14.0,13.6,22600.0,317333.38,304609.128,63280.0,-12724.252,-0.2,2013-06-26,13.6,304609.128,-12724.252,-0.2,ATRChannel7|3|120,ATRChannel7|3|120
155,2.0,2013-06-03,2013-06-04,FB,28.38,27.1,10600.0,301715.4426,284689.023,60165.6,-17026.4196,-0.28,2013-06-04,27.1,284689.023,-17026.4196,-0.28,ATRChannel7|3|120,ATRChannel7|3|120
156,8.0,2013-06-04,2013-06-14,GTCAP,769.0,750.0,380.0,293082.049,282449.25,58444.0,-10632.799,-0.18,2013-06-14,750.0,282449.25,-10632.799,-0.18,ATRChannel7|3|120,ATRChannel7|3|120
157,7.0,2013-06-04,2013-06-14,RLT,0.53,0.5,561000.0,298207.1235,277989.525,59466.0,-20217.5985,-0.34,2013-06-14,0.5,277989.525,-20217.5985,-0.34,ATRChannel7|3|120,ATRChannel7|3|120
158,2.0,2013-06-05,2013-06-06,GMAP,9.98,10.0,29700.0,297280.3977,294341.85,59281.2,-2938.5477,-0.05,2013-06-06,10.0,294341.85,-2938.5477,-0.05,ATRChannel7|3|120,ATRChannel7|3|120
159,4.0,2013-06-10,2013-06-14,MBT,96.1538,88.8462,3060.0,295098.6084,269436.1411,58846.1256,-25662.4672,-0.44,2013-06-14,88.8462,269436.1411,-25662.4672,-0.44,ATRChannel7|3|120,ATRChannel7|3|120
160,11.0,2013-06-10,2013-06-25,CEB,77.8,66.1,3790.0,295731.8429,248276.8549,58972.4,-47454.988,-0.8,2013-06-25,66.1,248276.8549,-47454.988,-0.8,ATRChannel7|3|120,ATRChannel7|3|120
161,2.0,2013-06-11,2013-06-13,ALI,32.1,29.75,9200.0,296191.194,271250.385,59064.0,-24940.809,-0.42,2013-06-13,29.75,271250.385,-24940.809,-0.42,ATRChannel7|3|120,ATRChannel7|3|120
162,9.0,2013-06-14,2013-06-26,T,2.3,2.01,121000.0,279120.985,241033.2705,55660.0,-38087.7145,-0.68,2013-06-26,2.01,241033.2705,-38087.7145,-0.68,ATRChannel7|3|120,ATRChannel7|3|120
163,8.0,2013-06-17,2013-06-26,EEI,13.72,12.6,20600.0,283465.7644,257236.938,56526.4,-26228.8264,-0.46,2013-06-26,12.6,257236.938,-26228.8264,-0.46,ATRChannel7|3|120,ATRChannel7|3|120
164,48.0,2013-06-17,2013-08-28,URC,109.9,109.0,2580.0,284378.4489,278703.081,56708.4,-5675.3679,-0.1,2013-08-28,109.0,278703.081,-5675.3679,-0.1,ATRChannel7|3|120,ATRChannel7|3|120
165,6.0,2013-06-18,2013-06-25,GTCAP,794.0,740.0,350.0,278719.805,256681.95,55580.0,-22037.855,-0.4,2013-06-25,740.0,256681.95,-22037.855,-0.4,ATRChannel7|3|120,ATRChannel7|3|120
166,7.0,2013-06-18,2013-06-26,AGI,23.0,22.2,12200.0,281427.77,268415.982,56120.0,-13011.788,-0.23,2013-06-26,22.2,268415.982,-13011.788,-0.23,ATRChannel7|3|120,ATRChannel7|3|120
167,16.0,2013-06-27,2013-07-18,SMC2C,80.5,75.6,3260.0,263204.1685,244250.2188,52486.0,-18953.9497,-0.36,2013-07-18,75.6,244250.2188,-18953.9497,-0.36,ATRChannel7|3|120,ATRChannel7|3|120
168,114.0,2013-06-27,2013-12-13,JFC,138.0,161.1,1900.0,262973.49,303350.4945,52440.0,40377.0045,0.77,2013-12-13,161.1,303350.4945,40377.0045,0.77,ATRChannel7|3|120,ATRChannel7|3|120
169,25.0,2013-06-27,2013-07-31,LTG,20.95,20.25,12500.0,262647.5312,250859.5312,52375.0,-11788.0,-0.23,2013-07-31,20.25,250859.5312,-11788.0,-0.23,ATRChannel7|3|120,ATRChannel7|3|120
170,36.0,2013-06-27,2013-08-16,MWIDE,10.7873,10.3114,24300.0,262904.6776,248324.4452,52426.278,-14580.2324,-0.28,2013-08-16,10.3114,248324.4452,-14580.2324,-0.28,ATRChannel7|3|120,ATRChannel7|3|120
171,40.0,2013-06-28,2013-08-29,AGI,24.35,23.65,10900.0,266197.9743,255477.8242,53083.0,-10720.15,-0.2,2013-08-29,23.65,255477.8242,-10720.15,-0.2,ATRChannel7|3|120,ATRChannel7|3|120
172,22.0,2013-06-28,2013-07-29,UBP,84.8485,81.2727,3130.0,266359.2536,252106.8182,53115.161,-14252.4354,-0.27,2013-07-29,81.2727,252106.8182,-14252.4354,-0.27,ATRChannel7|3|120,ATRChannel7|3|120
173,23.0,2013-06-28,2013-08-06,PSB,138.0,133.0,1920.0,265741.632,253074.528,52992.0,-12667.104,-0.24,2013-08-06,133.0,253074.528,-12667.104,-0.24,ATRChannel7|3|120,ATRChannel7|3|120
174,35.0,2013-07-01,2013-08-22,ANS,6.93,6.78,38200.0,265506.9417,256677.9858,52945.2,-8828.9559,-0.17,2013-08-22,6.78,256677.9858,-8828.9559,-0.17,ATRChannel7|3|120,ATRChannel7|3|120
175,13.0,2013-07-19,2013-08-06,NI,3.69,3.53,73000.0,270164.6415,255383.6745,53874.0,-14780.967,-0.27,2013-08-06,3.53,255383.6745,-14780.967,-0.27,ATRChannel7|3|120,ATRChannel7|3|120
176,14.0,2013-07-29,2013-08-28,PHN,12.4545,12.0,21700.0,271059.9248,258069.42,54052.53,-12990.5048,-0.24,2013-08-28,12.0,258069.42,-12990.5048,-0.24,ATRChannel7|3|120,ATRChannel7|3|120
177,3.0,2013-08-02,2013-08-06,IRC,1.3,1.25,206000.0,268590.01,255195.375,53560.0,-13394.635,-0.25,2013-08-06,1.25,255195.375,-13394.635,-0.25,ATRChannel7|3|120,ATRChannel7|3|120
178,6.0,2013-08-06,2013-08-15,LOTO,10.0667,9.3333,25900.0,261496.6762,239568.9644,52145.506,-21927.7118,-0.42,2013-08-15,9.3333,239568.9644,-21927.7118,-0.42,ATRChannel7|3|120,ATRChannel7|3|120
179,59.0,2013-08-08,2013-11-11,IRC,1.3,1.45,199000.0,259463.165,285967.4775,51740.0,26504.3125,0.51,2013-11-11,1.45,285967.4775,26504.3125,0.51,ATRChannel7|3|120,ATRChannel7|3|120
180,2.0,2013-08-12,2013-08-14,MJC,2.15,2.15,121000.0,260917.4425,257821.6575,52030.0,-3095.785,-0.06,2013-08-14,2.15,257821.6575,-3095.785,-0.06,ATRChannel7|3|120,ATRChannel7|3|120
181,5.0,2013-08-14,2013-08-23,CHI,5.74,5.67,46000.0,264818.918,258485.661,52808.0,-6333.257,-0.12,2013-08-23,5.67,258485.661,-6333.257,-0.12,ATRChannel7|3|120,ATRChannel7|3|120
182,55.0,2013-08-15,2013-12-02,DNA,2.5,2.72,107000.0,268289.125,288435.192,53500.0,20146.067,0.38,2013-12-02,2.72,288435.192,20146.067,0.38,ATRChannel7|3|120,ATRChannel7|3|120
183,2.0,2013-08-22,2013-08-23,NOW,0.41,0.41,650000.0,267286.175,264114.825,53300.0,-3171.35,-0.06,2013-08-23,0.41,264114.825,-3171.35,-0.06,ATRChannel7|3|120,ATRChannel7|3|120
184,3.0,2013-08-22,2013-08-27,MJC,2.34,2.15,114000.0,267546.942,242906.355,53352.0,-24640.587,-0.46,2013-08-27,2.15,242906.355,-24640.587,-0.46,ATRChannel7|3|120,ATRChannel7|3|120
185,88.0,2013-08-30,2014-01-15,GSMI,16.4,20.35,15300.0,251660.214,308568.3727,50184.0,56908.1588,1.13,2014-01-15,20.35,308568.3727,56908.1588,1.13,ATRChannel7|3|120,ATRChannel7|3|120
186,2.0,2013-09-02,2013-09-03,ICT,95.0,90.0,2620.0,249634.255,233689.59,49780.0,-15944.665,-0.32,2013-09-03,90.0,233689.59,-15944.665,-0.32,ATRChannel7|3|120,ATRChannel7|3|120
187,22.0,2013-09-02,2013-10-01,AGI,26.0,24.0,9500.0,247728.65,225959.4,49400.0,-21769.25,-0.44,2013-10-01,24.0,225959.4,-21769.25,-0.44,ATRChannel7|3|120,ATRChannel7|3|120
188,7.0,2013-09-04,2013-09-12,BHI,0.165,0.132,1520000.0,251539.86,198844.272,50160.0,-52695.588,-1.05,2013-09-12,0.132,198844.272,-52695.588,-1.05,ATRChannel7|3|120,ATRChannel7|3|120
189,83.0,2013-09-06,2014-01-10,ICT,93.7,98.0,2720.0,255615.8488,264174.288,50972.8,8558.4392,0.17,2014-01-10,98.0,264174.288,8558.4392,0.17,ATRChannel7|3|120,ATRChannel7|3|120
190,17.0,2013-09-10,2013-10-02,URC,123.2,121.5,2190.0,270603.9336,263703.5392,53961.6,-6900.3944,-0.13,2013-10-02,121.5,263703.5392,-6900.3944,-0.13,ATRChannel7|3|120,ATRChannel7|3|120
191,276.0,2013-09-11,2014-10-29,MARC,1.83,5.91,146000.0,267968.181,855137.403,53436.0,587169.222,10.99,2014-10-29,5.91,855137.403,587169.222,10.99,ATRChannel7|3|120,ATRChannel7|3|120
192,60.0,2013-09-12,2013-12-09,GLO,1540.0,1600.0,175.0,270295.025,277494.0,53900.0,7198.975,0.13,2013-12-09,1600.0,277494.0,7198.975,0.13,ATRChannel7|3|120,ATRChannel7|3|120
193,37.0,2013-10-02,2013-11-27,MHC,0.64,0.62,429000.0,275369.952,263599.479,54912.0,-11770.473,-0.21,2013-11-27,0.62,263599.479,-11770.473,-0.21,ATRChannel7|3|120,ATRChannel7|3|120
194,11.0,2013-11-12,2013-11-26,PRIM,1.9,1.69,155000.0,295368.775,259605.5475,58900.0,-35763.2275,-0.61,2013-11-26,1.69,259605.5475,-35763.2275,-0.61,ATRChannel7|3|120,ATRChannel7|3|120
195,10.0,2013-11-26,2013-12-09,VMC,1.83,1.74,149000.0,273474.3765,256939.623,54534.0,-16534.7535,-0.3,2013-12-09,1.74,256939.623,-16534.7535,-0.3,ATRChannel7|3|120,ATRChannel7|3|120
196,8.0,2013-11-28,2013-12-09,PGOLD,42.3,40.5,6400.0,271518.624,256880.16,54144.0,-14638.464,-0.27,2013-12-09,40.5,256880.16,-14638.464,-0.27,ATRChannel7|3|120,ATRChannel7|3|120
197,9.0,2013-12-02,2013-12-12,PSE,325.0,310.0,840.0,273805.35,258069.42,54600.0,-15735.93,-0.29,2013-12-12,310.0,258069.42,-15735.93,-0.29,ATRChannel7|3|120,ATRChannel7|3|120
198,5.0,2013-12-09,2013-12-13,ARA,1.57,1.4,168000.0,264538.092,233094.96,52752.0,-31443.132,-0.6,2013-12-13,1.4,233094.96,-31443.132,-0.6,ATRChannel7|3|120,ATRChannel7|3|120
199,2.0,2013-12-09,2013-12-10,BSC,0.26,0.255,1010000.0,263374.67,255244.9275,52520.0,-8129.7425,-0.15,2013-12-10,0.255,255244.9275,-8129.7425,-0.15,ATRChannel7|3|120,ATRChannel7|3|120
200,11.0,2013-12-10,2014-01-02,CHI,6.06,5.71,43200.0,262564.2864,244464.2856,52358.4,-18100.0008,-0.35,2014-01-02,5.71,244464.2856,-18100.0008,-0.35,ATRChannel7|3|120,ATRChannel7|3|120
201,145.0,2013-12-10,2014-07-15,RFM,5.2,5.93,50400.0,262853.136,296197.0956,52416.0,33343.9596,0.64,2014-07-15,5.93,296197.0956,33343.9596,0.64,ATRChannel7|3|120,ATRChannel7|3|120
202,199.0,2013-12-16,2014-10-13,DMC,10.51,15.14,24400.0,257200.5098,366109.7268,51288.8,108909.217,2.12,2014-10-13,15.14,366109.7268,108909.217,2.12,ATRChannel7|3|120,ATRChannel7|3|120
203,14.0,2013-12-17,2014-01-10,JFC,173.0,169.0,1480.0,256795.318,247881.426,51208.0,-8913.892,-0.17,2014-01-10,169.0,247881.426,-8913.892,-0.17,ATRChannel7|3|120,ATRChannel7|3|120
204,61.0,2013-12-17,2014-03-19,LMG,3.18,3.38,80000.0,255150.48,267979.92,50880.0,12829.44,0.25,2014-03-19,3.38,267979.92,12829.44,0.25,ATRChannel7|3|120,ATRChannel7|3|120
205,4.0,2014-01-03,2014-01-09,PHA,0.31,0.295,830000.0,258059.035,242658.5925,51460.0,-15400.4425,-0.3,2014-01-09,0.295,242658.5925,-15400.4425,-0.3,ATRChannel7|3|120,ATRChannel7|3|120
206,248.0,2014-01-10,2015-01-22,NIKL,5.3667,14.125,47300.0,254593.7525,662132.8931,50768.982,407539.1406,8.03,2015-01-22,14.125,662132.8931,407539.1406,8.03,ATRChannel7|3|120,ATRChannel7|3|120
207,4.0,2014-01-13,2014-01-16,PA,0.048,0.038,5200000.0,250336.32,195831.48,49920.0,-54504.84,-1.09,2014-01-16,0.038,195831.48,-54504.84,-1.09,ATRChannel7|3|120,ATRChannel7|3|120
208,32.0,2014-01-14,2014-02-27,GLO,1650.0,1672.0,155.0,256504.4625,256840.518,51150.0,336.0555,0.01,2014-02-27,1672.0,256840.518,336.0555,0.01,ATRChannel7|3|120,ATRChannel7|3|120
209,18.0,2014-01-15,2014-02-10,DIZ,6.01,5.42,42900.0,258589.5955,230436.9639,51565.8,-28152.6316,-0.55,2014-02-10,5.42,230436.9639,-28152.6316,-0.55,ATRChannel7|3|120,ATRChannel7|3|120
210,10.0,2014-01-16,2014-01-29,ARA,1.59,1.44,162000.0,258339.861,231192.144,51516.0,-27147.717,-0.53,2014-01-29,1.44,231192.144,-27147.717,-0.53,ATRChannel7|3|120,ATRChannel7|3|120
211,71.0,2014-01-29,2014-05-19,EMP,11.56,11.56,22300.0,258548.4746,255480.7974,51557.6,-3067.6772,-0.06,2014-05-19,11.56,255480.7974,-3067.6772,-0.06,ATRChannel7|3|120,ATRChannel7|3|120
212,77.0,2014-02-10,2014-06-02,AEV,52.55,55.2,4830.0,254565.2587,264229.7868,50763.3,9664.5281,0.19,2014-06-02,55.2,264229.7868,9664.5281,0.19,ATRChannel7|3|120,ATRChannel7|3|120
213,3.0,2014-02-27,2014-03-03,CHIB,41.6518,40.7067,6200.0,259002.9714,250122.7252,51648.232,-8880.2462,-0.17,2014-03-03,40.7067,250122.7252,-8880.2462,-0.17,ATRChannel7|3|120,ATRChannel7|3|120
214,63.0,2014-03-03,2014-06-04,BEL,5.43,4.86,48500.0,264131.8972,233600.3955,52671.0,-30531.5017,-0.58,2014-06-04,4.86,233600.3955,-30531.5017,-0.58,ATRChannel7|3|120,ATRChannel7|3|120
215,179.0,2014-03-19,2014-12-10,BLOOM,9.81,12.38,27100.0,266635.2605,332495.2929,53170.2,65860.0324,1.24,2014-12-10,12.38,332495.2929,65860.0324,1.24,ATRChannel7|3|120,ATRChannel7|3|120
216,11.0,2014-05-19,2014-06-02,AP,37.75,36.1,7900.0,299104.7637,282637.5495,59645.0,-16467.2142,-0.28,2014-06-02,36.1,282637.5495,-16467.2142,-0.28,ATRChannel7|3|120,ATRChannel7|3|120
217,32.0,2014-06-02,2014-07-17,COSCO,9.8,9.63,30000.0,294867.3,286314.345,58800.0,-8552.955,-0.15,2014-07-17,9.63,286314.345,-8552.955,-0.15,ATRChannel7|3|120,ATRChannel7|3|120
218,238.0,2014-06-02,2015-05-29,JGS,49.2,66.95,5900.0,291136.326,391469.7052,58056.0,100333.3792,1.73,2015-05-29,66.95,391469.7052,100333.3792,1.73,ATRChannel7|3|120,ATRChannel7|3|120
219,10.0,2014-07-15,2014-07-30,APO,1.9,1.8,159000.0,302991.195,283638.51,60420.0,-19352.685,-0.32,2014-07-30,1.8,283638.51,-19352.685,-0.32,ATRChannel7|3|120,ATRChannel7|3|120
220,46.0,2014-07-17,2014-09-24,MPI,5.02,5.06,61000.0,307123.349,305897.493,61244.0,-1225.856,-0.02,2014-09-24,5.06,305897.493,-1225.856,-0.02,ATRChannel7|3|120,ATRChannel7|3|120
221,10.0,2014-07-30,2014-08-12,IRC,1.4,1.32,220000.0,308908.6,287800.92,61600.0,-21107.68,-0.34,2014-08-12,1.32,287800.92,-21107.68,-0.34,ATRChannel7|3|120,ATRChannel7|3|120
222,43.0,2014-08-12,2014-10-15,ALI,31.1,32.0,10400.0,324394.148,329821.44,64688.0,5427.292,0.08,2014-10-15,32.0,329821.44,5427.292,0.08,ATRChannel7|3|120,ATRChannel7|3|120
223,8.0,2014-09-24,2014-10-03,GERI,2.0,2.0,184000.0,369085.6,364706.4,73600.0,-4379.2,-0.06,2014-10-03,2.0,364706.4,-4379.2,-0.06,ATRChannel7|3|120,ATRChannel7|3|120
224,7.0,2014-10-03,2014-10-14,EEI,11.5,10.98,30300.0,349477.9275,329716.3887,69690.0,-19761.5388,-0.28,2014-10-14,10.98,329716.3887,-19761.5388,-0.28,ATRChannel7|3|120,ATRChannel7|3|120
225,99.0,2014-10-14,2015-03-19,HLCM,14.1,14.5,24300.0,343640.7585,349196.4675,68526.0,5555.709,0.08,2015-03-19,14.5,349196.4675,5555.709,0.08,ATRChannel7|3|120,ATRChannel7|3|120
226,138.0,2014-10-16,2015-05-18,MEG,4.7,5.28,74000.0,348826.01,387223.056,69560.0,38397.046,0.55,2015-05-18,5.28,387223.056,38397.046,0.55,ATRChannel7|3|120,ATRChannel7|3|120
227,67.0,2014-10-16,2015-02-02,IPM,5.8,5.15,60000.0,349026.6,306234.45,69600.0,-42792.15,-0.61,2015-02-02,5.15,306234.45,-42792.15,-0.61,ATRChannel7|3|120,ATRChannel7|3|120
228,11.0,2014-10-29,2014-11-20,ECP,3.25,3.18,102000.0,332477.925,321456.978,66300.0,-11020.947,-0.17,2014-11-20,3.18,321456.978,-11020.947,-0.17,ATRChannel7|3|120,ATRChannel7|3|120
229,29.0,2014-10-29,2014-12-09,MER,264.6,260.0,1250.0,331725.7125,322091.25,66150.0,-9634.4625,-0.15,2014-12-09,260.0,322091.25,-9634.4625,-0.15,ATRChannel7|3|120,ATRChannel7|3|120
230,2.0,2014-11-20,2014-11-21,FLI,1.62,1.56,206000.0,334704.474,318483.828,66744.0,-16220.646,-0.24,2014-11-21,1.56,318483.828,-16220.646,-0.24,ATRChannel7|3|120,ATRChannel7|3|120
231,4.0,2014-11-21,2014-11-26,2GO,4.0,3.4,84300.0,338194.74,284054.751,67440.0,-54139.989,-0.8,2014-11-26,3.4,284054.751,-54139.989,-0.8,ATRChannel7|3|120,
232,15.0,2014-11-26,2014-12-17,DMC,15.92,15.3,21100.0,336902.9404,319940.6715,67182.4,-16962.2689,-0.25,2014-12-17,15.3,319940.6715,-16962.2689,-0.25,ATRChannel7|3|120,ATRChannel7|3|120
233,46.0,2014-12-09,2015-02-24,FNI,8.67,7.65,38000.0,330431.907,288098.235,65892.0,-42333.672,-0.64,2015-02-24,7.65,288098.235,-42333.672,-0.64,ATRChannel7|3|120,ATRChannel7|3|120
234,5.0,2014-12-10,2014-12-16,MWC,28.7,27.9,11400.0,328145.181,315213.363,65436.0,-12931.818,-0.2,2014-12-16,27.9,315213.363,-12931.818,-0.2,ATRChannel7|3|120,ATRChannel7|3|120
235,4.0,2014-12-16,2014-12-19,MAC,2.42,2.25,135000.0,327663.765,301031.4375,65340.0,-26632.3275,-0.41,2014-12-19,2.25,301031.4375,-26632.3275,-0.41,ATRChannel7|3|120,ATRChannel7|3|120
236,4.0,2014-12-17,2014-12-22,PAL,12.97,10.88,25200.0,327808.1898,271722.1248,65368.8,-56086.065,-0.86,2014-12-22,10.88,271722.1248,-56086.065,-0.86,ATRChannel7|3|120,ATRChannel7|3|120
237,22.0,2014-12-19,2015-01-30,PHA,0.6,0.59,533000.0,320743.41,311655.4935,63960.0,-9087.9165,-0.14,2015-01-30,0.59,311655.4935,-9087.9165,-0.14,ATRChannel7|3|120,ATRChannel7|3|120
238,2.0,2014-12-22,2014-12-23,MFC,815.0,780.0,390.0,318787.6575,301477.41,63570.0,-17310.2475,-0.27,2014-12-23,780.0,301477.41,-17310.2475,-0.27,ATRChannel7|3|120,ATRChannel7|3|120
